login_timestamp,is_risky,source,platform,city,region,country,browser,user_agent,user_id,device_no
2020-09-01 17:32:20.650000+00:00,False,username_password,web,Pompano Beach,Florida,US,,,667,86
2020-09-08 20:45:04.988000+00:00,False,username_password,web,Bethel Park,Pennsylvania,US,,,668,86
2020-09-03 23:25:24.906000+00:00,False,username_password,web,Stow,Ohio,US,,,669,86
2020-09-04 01:41:25.160000+00:00,False,username_password,web,Ft. Washington,Maryland,US,,,670,86
2020-08-28 16:32:26.308000+00:00,False,username_password,web,Goodlettsville,Tennessee,US,,,671,86
2020-09-02 17:16:16.794000+00:00,False,username_password,web,Omaha,Nebraska,US,,,672,86
2020-09-01 15:56:07.105000+00:00,False,username_password,web,Los Angeles,California,US,,,673,86
2020-09-03 02:12:03.415000+00:00,False,username_password,web,Buford,Georgia,US,,,674,86
2020-09-03 18:25:44.247000+00:00,False,username_password,web,Prairieville,Louisiana,US,,,675,86
2020-09-08 15:18:05.047000+00:00,False,username_password,web,San Diego,California,US,,,676,86
2020-09-09 00:46:05.707000+00:00,False,username_password,web,Portland,Oregon,US,,,677,86
2020-09-08 01:57:06.366000+00:00,False,username_password,web,Dallas,Texas,US,,,678,86
2020-08-26 17:08:27.102000+00:00,False,facebook_signin,web,Lehigh Acres,Florida,US,,,679,86
2020-09-02 05:17:50.276000+00:00,False,username_password,web,Las Vegas,Nevada,US,,,680,86
2020-09-07 12:55:45.732000+00:00,True,username_password,web,Clemson,South Carolina,US,,,681,86
2020-09-08 18:44:25.411000+00:00,False,username_password,web,Redondo Beach,California,US,,,682,86
2020-09-08 11:38:51.398000+00:00,False,username_password,web,Alpharetta,Georgia,US,,,683,86
2020-09-04 16:52:14.117000+00:00,False,username_password,web,Dyer,Indiana,US,,,684,86
2020-09-06 06:01:15.888000+00:00,False,username_password,web,Sydney,New South Wales,AU,,,685,86
2020-08-26 21:42:46.231000+00:00,False,username_password,web,Oregon City,Oregon,US,,,686,86
2020-09-08 15:54:23.738000+00:00,False,username_password,web,New York,New York,US,,,687,86
2020-08-31 01:47:49.956000+00:00,False,username_password,web,Austin,Texas,US,,,688,86
2020-08-28 20:33:30.008000+00:00,False,username_password,web,Topanga,California,US,,,689,86
2020-09-04 18:21:36.918000+00:00,False,username_password,web,Cheney,Washington,US,,,690,86
2020-09-04 20:14:11.453000+00:00,False,username_password,web,Huntington,New York,US,,,691,86
2020-08-26 15:47:31.795000+00:00,False,username_password,web,Brooklyn,New York,US,,,692,86
2020-08-27 11:25:46.830000+00:00,False,username_password,web,Hixson,Tennessee,US,,,693,86
2020-08-27 19:24:29.643000+00:00,False,username_password,web,Charlotte,North Carolina,US,,,694,86
2020-09-08 15:40:16.169000+00:00,False,username_password,web,Euless,Texas,US,,,695,86
2020-09-08 10:05:51.897000+00:00,False,username_password,web,Chesterfield,Derbyshire,GB,,,696,86
2020-08-29 02:21:27.807000+00:00,False,username_password,web,Horseshoe Bay,Texas,US,,,697,86
2020-09-04 20:13:07.353000+00:00,True,username_password,web,Huntington,New York,US,,,691,86
2020-08-29 17:26:29.195000+00:00,False,username_password,web,Torrance,California,US,,,698,86
2020-09-08 23:33:31.225000+00:00,False,username_password,web,Huntersville,North Carolina,US,,,699,86
2020-08-31 00:00:58.826000+00:00,False,username_password,web,Oklahoma City,Oklahoma,US,,,700,86
2020-09-09 02:01:59.632000+00:00,False,username_password,web,Colchester,Connecticut,US,,,701,86
2020-09-06 22:09:20.182000+00:00,False,username_password,web,Glasgow,Kentucky,US,,,702,86
2020-09-01 20:49:47.844000+00:00,False,username_password,web,Portland,Oregon,US,,,703,86
2020-08-26 21:51:53.611000+00:00,False,username_password,web,Milton,Ontario,CA,,,704,86
2020-08-29 16:38:33.811000+00:00,True,username_password,web,Gladstone,New Jersey,US,,,705,86
2020-09-03 20:40:46.602000+00:00,False,username_password,web,Agoura Hills,California,US,,,706,86
2020-09-04 18:02:33.779000+00:00,False,username_password,web,Frankfurt am Main,Hesse,DE,,,707,86
2020-09-09 01:21:12.010000+00:00,False,username_password,web,Austin,Texas,US,,,708,86
2020-09-08 20:52:52.268000+00:00,False,username_password,web,Waterford,Pennsylvania,US,,,668,86
2020-09-09 00:40:08.513000+00:00,False,username_password,web,Kitchener,Ontario,CA,,,709,86
2020-09-07 18:16:53.165000+00:00,False,username_password,web,Boulder,Colorado,US,,,710,86
2020-09-03 17:25:48.357000+00:00,False,username_password,web,Philadelphia,Pennsylvania,US,,,711,86
2020-09-09 01:40:23.071000+00:00,False,username_password,web,Cary,North Carolina,US,,,712,86
2020-09-06 15:54:11.003000+00:00,False,username_password,web,Hilton,New York,US,,,713,86
2020-08-30 08:14:21.985000+00:00,False,username_password,web,Helsinki,Uusimaa,FI,,,714,86
2020-09-06 16:10:19.358000+00:00,False,username_password,web,North Bergen,New Jersey,US,,,715,86
2020-09-08 15:55:32.490000+00:00,False,facebook_signin,web,Kansas City,Kansas,US,,,716,86
2020-08-28 17:06:13.817000+00:00,False,username_password,web,Toronto,Ontario,CA,,,717,86
2020-09-09 02:45:45.787000+00:00,False,username_password,web,Brooklyn,New York,US,,,718,86
2020-08-27 20:45:10.310000+00:00,False,username_password,web,Ashburn,Virginia,US,,,719,86
2020-09-09 04:11:54.663000+00:00,False,username_password,web,Bristol,Connecticut,US,,,720,86
2020-08-27 03:54:28.307000+00:00,False,username_password,web,Steinbach,Manitoba,CA,,,721,86
2020-09-09 04:51:05.464000+00:00,False,username_password,web,null,Washington,US,,,722,86
2020-09-02 17:47:31.886000+00:00,True,username_password,web,Orlando,Florida,US,,,723,86
2020-08-31 04:44:16.820000+00:00,False,username_password,web,Napa,California,US,,,724,86
2020-08-29 18:54:38.743000+00:00,False,username_password,web,Plymouth Meeting,Pennsylvania,US,,,725,86
2020-09-08 00:38:14.407000+00:00,False,username_password,web,Lilburn,Georgia,US,,,726,86
2020-09-04 20:18:48.600000+00:00,False,username_password,web,San Francisco,California,US,,,727,86
2020-09-08 18:09:48.981000+00:00,False,username_password,web,Aurora,Colorado,US,,,728,86
2020-09-01 03:13:46.356000+00:00,False,username_password,web,Asheville,North Carolina,US,,,729,86
2020-08-29 03:13:39.596000+00:00,False,username_password,web,East Brunswick,New Jersey,US,,,730,86
2020-09-07 17:19:55.184000+00:00,False,username_password,web,Austin,Texas,US,,,731,86
2020-09-08 14:15:47.354000+00:00,False,username_password,web,Austin,Texas,US,,,732,86
2020-09-04 17:00:16.788000+00:00,False,username_password,web,Indianapolis,Indiana,US,,,733,86
2020-09-03 15:06:54.260000+00:00,False,username_password,web,Jersey City,New Jersey,US,,,734,86
2020-09-02 05:16:24.058000+00:00,True,username_password,web,Las Vegas,Nevada,US,,,680,86
2020-08-29 04:14:56.260000+00:00,True,username_password,web,Gainesville,Georgia,US,,,735,86
2020-09-05 15:05:55.173000+00:00,False,username_password,web,Brooklyn,New York,US,,,736,86
2020-09-07 20:33:20.310000+00:00,False,username_password,web,Mount Pleasant,Texas,US,,,737,86
2020-09-03 15:29:50.024000+00:00,False,facebook_signin,web,Greenup,Kentucky,US,,,738,86
2020-09-02 03:45:18.770000+00:00,False,username_password,web,Irvine,California,US,,,739,86
2020-09-04 14:31:15.722000+00:00,False,username_password,web,Suffield,Connecticut,US,,,740,86
2020-08-29 23:19:12.273000+00:00,True,username_password,web,Southampton,Pennsylvania,US,,,741,86
2020-09-08 20:45:09.613000+00:00,False,username_password,web,Los Angeles,California,US,,,742,86
2020-09-08 19:56:47.303000+00:00,False,username_password,web,Chelmsford,Massachusetts,US,,,743,86
2020-09-04 14:37:07.344000+00:00,False,username_password,web,Dallas,Texas,US,,,744,86
2020-09-08 02:38:51.457000+00:00,False,username_password,web,Verona,Wisconsin,US,,,745,86
2020-08-27 11:33:45.657000+00:00,False,username_password,web,Cullowhee,North Carolina,US,,,746,86
2020-09-07 15:23:33.378000+00:00,False,username_password,web,Wilmington,North Carolina,US,,,747,86
2020-08-26 22:19:31.092000+00:00,False,username_password,web,Wheatley,Ontario,CA,,,748,86
2020-09-08 18:30:54.706000+00:00,False,username_password,web,Canyon Country,California,US,,,749,86
2020-09-07 12:07:44.849000+00:00,False,username_password,web,Merritt Island,Florida,US,,,750,86
2020-09-04 21:42:11.783000+00:00,False,username_password,web,Oxford,Michigan,US,,,751,86
2020-08-28 15:24:44.144000+00:00,False,username_password,web,Oakdale,California,US,,,752,86
2020-09-04 14:54:52.956000+00:00,False,username_password,web,Wallingford,Pennsylvania,US,,,753,86
2020-09-07 13:36:27.363000+00:00,False,username_password,web,Athens,Georgia,US,,,754,86
2020-09-03 20:38:28.638000+00:00,False,username_password,web,Newington,Connecticut,US,,,755,86
2020-09-08 00:14:33.544000+00:00,False,username_password,web,Los Angeles,California,US,,,756,86
2020-08-31 21:31:41.209000+00:00,False,username_password,web,Corona,California,US,,,757,86
2020-08-29 21:47:07.185000+00:00,False,username_password,web,San Diego,California,US,,,758,86
2020-08-29 22:41:17.842000+00:00,False,username_password,web,Los Angeles,California,US,,,759,86
2020-09-02 20:31:10.644000+00:00,False,username_password,web,Paderborn,North Rhine-Westphalia,DE,,,760,86
2020-09-05 22:36:28.984000+00:00,False,username_password,web,Kaneohe,Hawaii,US,,,761,86
2020-09-08 14:37:22.578000+00:00,True,username_password,web,null,null,US,,,762,86
2020-09-04 16:35:07.623000+00:00,False,username_password,web,Kansas City,Missouri,US,,,763,86
2020-08-28 16:54:02.779000+00:00,False,username_password,web,Jordan,Minnesota,US,,,764,86
2020-08-27 01:56:48.457000+00:00,True,username_password,web,Yukon,Oklahoma,US,,,765,86
2020-09-03 18:36:55.030000+00:00,False,username_password,web,Los Angeles,California,US,,,766,86
2020-09-08 21:51:02.999000+00:00,True,username_password,web,Chanhassen,Minnesota,US,,,767,86
2020-09-08 01:43:41.116000+00:00,False,username_password,web,Irving,Texas,US,,,768,86
2020-09-07 18:22:30.843000+00:00,False,username_password,web,Toronto,Ontario,CA,,,769,86
2020-09-08 05:37:53.516000+00:00,False,username_password,web,Spanish Fork,Utah,US,,,770,86
2020-09-09 02:20:36.990000+00:00,False,username_password,web,Lynnfield,Massachusetts,US,,,771,86
2020-09-09 04:54:04.990000+00:00,False,username_password,web,San Francisco,California,US,,,772,86
2020-09-07 15:24:22.251000+00:00,False,username_password,web,Sloughhouse,California,US,,,773,86
2020-08-30 02:31:10.222000+00:00,False,username_password,web,Santa Barbara,California,US,,,774,86
2020-09-07 17:00:15.274000+00:00,False,username_password,web,Dublin,Leinster,IE,,,775,86
2020-08-28 16:31:51.126000+00:00,False,username_password,web,Montreal,Quebec,CA,,,776,86
2020-09-07 18:02:50.203000+00:00,False,username_password,web,Phoenix,Arizona,US,,,777,86
2020-09-07 17:29:24.002000+00:00,False,username_password,web,Indianapolis,Indiana,US,,,778,86
2020-08-30 20:30:04.261000+00:00,False,username_password,web,Phoenix,Arizona,US,,,779,86
2020-09-07 15:59:23.803000+00:00,False,username_password,web,Bois-d'Arcy,Yvelines,FR,,,780,86
2020-08-28 19:20:48.099000+00:00,True,username_password,web,Dallas,Texas,US,,,781,86
2020-09-08 15:56:25.297000+00:00,False,username_password,web,Sioux Falls,South Dakota,US,,,782,86
2020-09-07 18:16:11.517000+00:00,False,username_password,web,Boulder,Colorado,US,,,783,86
2020-09-07 15:13:20.564000+00:00,False,username_password,web,Beaverton,Oregon,US,,,784,86
2020-09-03 17:31:55.404000+00:00,False,username_password,web,Ball Ground,Georgia,US,,,785,86
2020-08-27 22:33:16.939000+00:00,True,username_password,web,Odenville,Alabama,US,,,786,86
2020-08-27 00:55:01.424000+00:00,False,username_password,web,Brookfield,Connecticut,US,,,787,86
2020-08-25 23:50:27.251000+00:00,False,username_password,web,null,Virginia,US,,,788,86
2020-09-08 23:24:35.672000+00:00,False,username_password,web,San Diego,California,US,,,789,86
2020-09-09 02:52:46.753000+00:00,False,username_password,web,New Castle,Delaware,US,,,790,86
2020-08-27 01:32:01.528000+00:00,False,username_password,web,Lexington,Kentucky,US,,,791,86
2020-09-07 16:49:22.437000+00:00,False,username_password,web,Katy,Texas,US,,,792,86
2020-08-28 17:12:37.784000+00:00,False,username_password,web,Alameda,California,US,,,793,86
2020-09-02 02:21:56.935000+00:00,True,username_password,web,Watertown,Massachusetts,US,,,794,86
2020-09-07 13:55:30.211000+00:00,False,username_password,web,Houston,Texas,US,,,795,86
2020-09-03 22:54:16.206000+00:00,True,username_password,web,Cypress,Texas,US,,,796,86
2020-08-26 19:35:16.190000+00:00,False,username_password,web,Eden Prairie,Minnesota,US,,,797,86
2020-09-08 18:52:54.060000+00:00,False,username_password,web,Chicago,Illinois,US,,,798,86
2020-09-07 13:00:56.160000+00:00,False,username_password,web,Groveland,Massachusetts,US,,,799,86
2020-08-26 19:59:09.641000+00:00,False,username_password,web,Midlothian,Texas,US,,,800,86
2020-08-27 17:07:13.181000+00:00,False,username_password,web,McDonough,Georgia,US,,,801,86
2020-09-01 20:42:17.191000+00:00,False,username_password,web,Milwaukee,Wisconsin,US,,,802,86
2020-08-27 20:11:57.429000+00:00,False,username_password,web,Wexford,Pennsylvania,US,,,803,86
2020-09-03 22:56:10.815000+00:00,False,username_password,web,Cypress,Texas,US,,,796,86
2020-09-08 15:14:23.910000+00:00,False,username_password,web,Black Mountain,North Carolina,US,,,804,86
2020-09-03 01:00:09.296000+00:00,False,username_password,web,Bakersfield,California,US,,,805,86
2020-09-04 14:19:49.475000+00:00,False,username_password,web,Verona,Wisconsin,US,,,806,86
2020-09-08 00:22:09.087000+00:00,False,username_password,web,Maumee,Ohio,US,,,807,86
2020-08-26 14:45:19.683000+00:00,False,username_password,web,Lexington,Kentucky,US,,,808,86
2020-08-29 00:33:25.067000+00:00,False,username_password,web,West Chester,Ohio,US,,,809,86
2020-09-01 13:41:10.378000+00:00,True,username_password,web,Long Branch,New Jersey,US,,,810,86
2020-09-09 03:08:50.030000+00:00,False,username_password,web,Jones,Oklahoma,US,,,811,86
2020-08-30 17:53:48.998000+00:00,True,username_password,web,Winter Garden,Florida,US,,,812,86
2020-09-08 15:48:08.876000+00:00,True,username_password,web,Baldwin,New York,US,,,813,86
2020-09-07 13:43:27.481000+00:00,False,username_password,web,Portland,Maine,US,,,814,86
2020-09-08 21:23:47.811000+00:00,False,username_password,web,Los Angeles,California,US,,,815,86
2020-08-28 16:00:28.675000+00:00,False,username_password,web,Waunakee,Wisconsin,US,,,816,86
2020-09-08 14:58:36.652000+00:00,False,username_password,web,Altamonte Springs,Florida,US,,,817,86
2020-09-08 07:40:57.625000+00:00,False,username_password,web,Vancouver,Washington,US,,,818,86
2020-09-08 20:48:45.374000+00:00,False,username_password,web,Laguna Niguel,California,US,,,819,86
2020-08-26 18:26:13.865000+00:00,False,facebook_signin,web,Austin,Texas,US,,,820,86
2020-08-30 19:10:04.916000+00:00,False,username_password,web,Fowler,California,US,,,821,86
2020-09-07 18:06:15.229000+00:00,False,username_password,web,Saint Marys,Pennsylvania,US,,,822,86
2020-09-08 16:50:47.408000+00:00,False,username_password,web,Flemington,New Jersey,US,,,823,86
2020-09-07 23:51:34.097000+00:00,False,username_password,web,Norwalk,Connecticut,US,,,824,86
2020-09-08 13:22:49.067000+00:00,False,username_password,web,Carmichael,California,US,,,825,86
2020-09-03 18:51:24.658000+00:00,False,username_password,web,Regina,Saskatchewan,CA,,,826,86
2020-08-29 21:10:22.612000+00:00,False,username_password,web,Azusa,California,US,,,827,86
2020-09-07 16:17:23.442000+00:00,False,username_password,web,The Bronx,New York,US,,,828,86
2020-08-27 22:16:26.054000+00:00,False,username_password,web,Larkspur,California,US,,,829,86
2020-09-03 20:04:15.962000+00:00,False,username_password,web,Yankton,South Dakota,US,,,830,86
2020-09-08 16:41:45.781000+00:00,False,username_password,web,Albuquerque,New Mexico,US,,,831,86
2020-09-09 03:19:05.508000+00:00,False,username_password,web,Leesburg,Georgia,US,,,832,86
2020-08-28 10:40:56.720000+00:00,False,username_password,web,Westhampton Beach,New York,US,,,833,86
2020-09-07 12:03:52.321000+00:00,False,facebook_signin,web,Syracuse,Kansas,US,,,834,86
2020-09-09 03:04:10.378000+00:00,False,username_password,web,Severn,Maryland,US,,,835,86
2020-08-27 15:53:52.041000+00:00,False,username_password,web,Kennewick,Washington,US,,,836,86
2020-09-08 16:36:36.104000+00:00,True,username_password,web,Albuquerque,New Mexico,US,,,831,86
2020-09-08 02:40:29.273000+00:00,False,username_password,web,Scranton,Pennsylvania,US,,,837,86
2020-09-07 02:30:05.505000+00:00,False,username_password,web,Lexington,Kentucky,US,,,838,86
2020-08-30 20:16:20.542000+00:00,False,username_password,web,Van Nuys,California,US,,,839,86
2020-09-02 20:36:59.981000+00:00,False,username_password,web,Camdenton,Missouri,US,,,840,86
2020-08-30 16:22:18.219000+00:00,False,username_password,web,San Francisco,California,US,,,841,86
2020-08-26 20:34:23.367000+00:00,False,username_password,web,Denver,Colorado,US,,,842,86
2020-09-06 14:55:43.667000+00:00,False,username_password,web,Mendham,New Jersey,US,,,843,86
2020-09-07 20:14:39.827000+00:00,False,username_password,web,Ocala,Florida,US,,,844,86
2020-09-04 18:27:16.502000+00:00,False,username_password,web,Indianapolis,Indiana,US,,,845,86
2020-08-26 15:46:38.503000+00:00,True,username_password,web,Pittsburgh,Pennsylvania,US,,,846,86
2020-09-05 13:31:42.139000+00:00,False,username_password,web,Southampton,Pennsylvania,US,,,847,86
2020-09-07 18:53:47.986000+00:00,False,username_password,web,Myrtle Beach,South Carolina,US,,,848,86
2020-08-30 20:04:30.980000+00:00,False,username_password,web,Lansdale,Pennsylvania,US,,,849,86
2020-08-25 22:46:17.301000+00:00,False,username_password,web,null,Virginia,US,,,850,86
2020-08-28 23:30:48.402000+00:00,False,username_password,web,Saint Augustine,Florida,US,,,851,86
2020-09-05 14:56:43.957000+00:00,False,username_password,web,Boynton Beach,Florida,US,,,852,86
2020-08-26 15:47:46+00:00,True,username_password,web,Pittsburgh,Pennsylvania,US,,,846,86
2020-08-27 03:41:08.928000+00:00,False,username_password,web,Fort Worth,Texas,US,,,853,86
2020-08-31 00:51:17.183000+00:00,False,username_password,web,Spring,Texas,US,,,854,86
2020-09-02 16:28:03.920000+00:00,False,username_password,web,Park Ridge,Illinois,US,,,855,86
2020-08-25 14:53:16.183000+00:00,False,username_password,web,null,Virginia,US,,,856,86
2020-09-08 01:13:54.253000+00:00,False,username_password,web,Burlington,New Jersey,US,,,857,86
2020-08-27 17:46:53.361000+00:00,False,username_password,web,Denver,Colorado,US,,,858,86
2020-08-29 01:25:36.429000+00:00,False,username_password,web,Redwood City,California,US,,,859,86
2020-09-02 03:42:22.296000+00:00,False,username_password,web,Raleigh,North Carolina,US,,,860,86
2020-09-07 19:19:40.817000+00:00,False,username_password,web,Draper,Utah,US,,,861,86
2020-09-06 13:16:27.958000+00:00,False,username_password,web,Birmingham,Alabama,US,,,862,86
2020-08-31 17:13:56.245000+00:00,False,username_password,web,Denver,Colorado,US,,,863,86
2020-09-08 02:00:29.516000+00:00,False,username_password,web,New York,New York,US,,,864,86
2020-09-08 22:29:27.861000+00:00,False,username_password,web,Caguas,null,PR,,,865,86
2020-09-07 16:59:58.390000+00:00,False,username_password,web,Gothenburg,Västra Götaland County,SE,,,866,86
2020-09-07 22:07:20.563000+00:00,False,username_password,web,Hollywood,Florida,US,,,867,86
2020-09-07 01:00:30.279000+00:00,False,username_password,web,Greene,New York,US,,,868,86
2020-09-08 15:08:23.164000+00:00,True,username_password,native,Los Angeles,California,US,,,869,86
2020-09-05 20:06:00.038000+00:00,False,username_password,web,Omaha,Nebraska,US,,,870,86
2020-09-01 07:57:08.463000+00:00,True,username_password,web,Denver,Colorado,US,,,871,86
2020-09-07 00:58:37.153000+00:00,True,username_password,web,Greene,New York,US,,,868,86
2020-09-02 03:41:28.244000+00:00,True,username_password,web,Raleigh,North Carolina,US,,,860,86
2020-08-27 13:38:27.010000+00:00,False,username_password,web,Grand Rapids,Michigan,US,,,872,86
2020-08-26 22:11:37.219000+00:00,False,username_password,web,Tulsa,Oklahoma,US,,,873,86
2020-09-08 12:42:45.028000+00:00,False,username_password,web,Dallas,Texas,US,,,874,86
2020-09-08 00:22:37.542000+00:00,False,facebook_signin,web,Brooklyn,New York,US,,,875,86
2020-09-09 03:28:59.243000+00:00,True,username_password,web,Denver,Colorado,US,,,876,86
2020-09-07 18:10:28.866000+00:00,False,username_password,web,Orlando,Florida,US,,,877,86
2020-08-27 13:03:07.399000+00:00,True,username_password,web,Athens,Georgia,US,,,878,86
2020-08-26 19:15:50.665000+00:00,True,username_password,web,Littleton,Colorado,US,,,879,86
2020-09-03 16:06:09.470000+00:00,False,username_password,web,Kansas City,Missouri,US,,,880,86
2020-08-30 12:21:44.674000+00:00,False,username_password,web,Smithtown,New York,US,,,881,86
2020-09-08 20:58:00.878000+00:00,False,username_password,web,Clarksville,Tennessee,US,,,882,86
2020-09-08 15:11:31.990000+00:00,False,username_password,web,Phoenix,Arizona,US,,,883,86
2020-08-26 15:27:51.708000+00:00,True,username_password,web,Chicago,Illinois,US,,,884,86
2020-09-08 15:17:24.218000+00:00,False,username_password,web,Seattle,Washington,US,,,885,86
2020-09-08 14:20:29.995000+00:00,False,username_password,web,Santa Clarita,California,US,,,886,86
2020-09-07 17:01:12.132000+00:00,True,username_password,web,Gothenburg,Västra Götaland County,SE,,,866,86
2020-09-08 16:38:09.518000+00:00,False,username_password,web,Houston,Texas,US,,,887,86
2020-08-30 09:04:49.061000+00:00,False,username_password,web,New York,New York,US,,,888,86
2020-09-02 00:44:46.164000+00:00,True,username_password,web,New York,New York,US,,,889,86
2020-09-07 14:26:17.180000+00:00,False,username_password,web,Decatur,Georgia,US,,,890,86
2020-09-08 10:30:44.824000+00:00,False,username_password,web,Edirne,Edirne,TR,,,891,86
2020-09-08 16:18:08.416000+00:00,False,username_password,web,Tallahassee,Florida,US,,,892,86
2020-09-07 22:35:15.738000+00:00,False,username_password,web,Anchorage,Alaska,US,,,893,86
2020-08-27 23:36:03.324000+00:00,False,username_password,web,Union Springs,Alabama,US,,,894,86
2020-08-30 18:38:41.879000+00:00,False,username_password,web,Alameda,California,US,,,895,86
2020-09-07 20:06:14.462000+00:00,False,username_password,web,Pensacola,Florida,US,,,896,86
2020-08-27 14:00:28.979000+00:00,False,username_password,web,Wichita,Kansas,US,,,897,86
2020-09-08 22:53:24.539000+00:00,False,username_password,web,City of Saint Peters,Missouri,US,,,898,86
2020-09-07 13:58:52.187000+00:00,False,username_password,web,Austin,Texas,US,,,899,86
2020-08-27 13:52:12.825000+00:00,False,username_password,web,Fredericksburg,Virginia,US,,,900,86
2020-08-30 08:22:43.738000+00:00,False,username_password,web,The Bronx,New York,US,,,901,86
2020-09-07 14:08:28.772000+00:00,False,username_password,web,St Louis,Missouri,US,,,902,86
2020-08-29 03:51:13.259000+00:00,False,username_password,web,Morrisville,Pennsylvania,US,,,903,86
2020-09-08 19:47:38.304000+00:00,False,username_password,web,Plano,Texas,US,,,904,86
2020-08-27 13:51:19.506000+00:00,True,username_password,web,Fredericksburg,Virginia,US,,,900,86
2020-09-04 05:00:22.908000+00:00,False,username_password,web,Chicago,Illinois,US,,,905,86
2020-09-01 13:02:49.232000+00:00,False,username_password,web,Cleveland,Ohio,US,,,906,86
2020-09-08 18:31:33.894000+00:00,False,username_password,web,Carson,California,US,,,907,86
2020-09-08 13:14:26.005000+00:00,False,username_password,web,Watertown,New York,US,,,908,86
2020-08-27 23:18:46.863000+00:00,False,username_password,web,Union Springs,Alabama,US,,,894,86
2020-08-27 15:48:31.451000+00:00,False,username_password,native,Fountain Hill,Pennsylvania,US,,,909,86
2020-09-06 11:52:23.492000+00:00,False,username_password,web,Charleston,South Carolina,US,,,910,86
2020-09-08 20:57:28.380000+00:00,False,username_password,web,Saint Joseph,Michigan,US,,,911,86
2020-09-08 20:22:47.246000+00:00,False,username_password,web,Brooklyn,New York,US,,,912,86
2020-08-31 16:04:50.830000+00:00,False,username_password,web,Birmingham,Alabama,US,,,913,86
2020-09-07 15:56:43.054000+00:00,False,username_password,web,Birmingham,Alabama,US,,,913,86
2020-09-09 02:23:36.543000+00:00,False,username_password,web,Texas City,Texas,US,,,914,86
2020-09-04 11:47:43.902000+00:00,False,username_password,web,Minneapolis,Minnesota,US,,,915,86
2020-09-03 15:35:48.271000+00:00,False,username_password,web,Evans,Georgia,US,,,916,86
2020-08-25 17:25:44.920000+00:00,False,username_password,web,null,Virginia,US,,,917,86
2020-08-31 14:08:25.409000+00:00,False,username_password,web,Georgetown,Texas,US,,,918,86
2020-08-31 15:12:13.925000+00:00,False,username_password,web,Gillette,Wyoming,US,,,919,86
2020-09-02 18:02:36.552000+00:00,False,username_password,web,Las Vegas,Nevada,US,,,920,86
2020-08-28 19:54:38.699000+00:00,False,username_password,web,Virginia Beach,Virginia,US,,,921,86
2020-09-05 15:01:57.882000+00:00,False,username_password,web,Chillicothe,Ohio,US,,,922,86
2020-08-28 19:01:34.520000+00:00,False,username_password,web,Carrollton,Texas,US,,,923,86
2020-09-09 00:15:16.858000+00:00,False,username_password,web,Tonawanda,New York,US,,,924,86
2020-08-28 22:11:00.329000+00:00,False,username_password,web,North Hollywood,California,US,,,925,86
2020-09-07 21:58:59.161000+00:00,False,username_password,web,Edmond,Oklahoma,US,,,926,86
2020-09-06 13:45:40.048000+00:00,False,username_password,web,Atlanta,Georgia,US,,,927,86
2020-09-08 21:00:04.738000+00:00,False,username_password,web,Saint Joseph,Michigan,US,,,911,86
2020-09-08 22:51:07.573000+00:00,False,username_password,web,Heber Springs,Arkansas,US,,,928,86
2020-09-08 20:28:25.610000+00:00,False,username_password,web,Newport News,Virginia,US,,,929,86
2020-09-08 18:26:48.446000+00:00,True,username_password,web,Cleveland,Ohio,US,,,930,86
2020-08-28 23:04:36.816000+00:00,False,username_password,web,Fairport,New York,US,,,931,86
2020-09-02 22:19:10.535000+00:00,False,username_password,web,Owingsville,Kentucky,US,,,932,86
2020-09-03 11:52:37.447000+00:00,False,username_password,web,Charlotte,North Carolina,US,,,933,86
2020-09-09 04:54:26.992000+00:00,True,username_password,web,Jerusalem,Jerusalem,IL,,,934,86
2020-09-01 15:41:21.243000+00:00,False,username_password,web,Madera,California,US,,,935,86
2020-09-03 13:11:04.705000+00:00,False,username_password,web,Kharkiv,Kharkivs'ka Oblast',UA,,,936,86
2020-09-08 16:35:42.065000+00:00,True,username_password,web,Frostburg,Maryland,US,,,937,86
2020-09-08 19:19:09.118000+00:00,False,username_password,web,Fort Lauderdale,Florida,US,,,938,86
2020-09-08 13:02:56.076000+00:00,True,username_password,web,Snellville,Georgia,US,,,939,86
2020-08-28 18:38:30.347000+00:00,False,username_password,web,Lansing,Michigan,US,,,940,86
2020-08-27 13:28:46.347000+00:00,False,username_password,web,Fresno,California,US,,,941,86
2020-09-02 17:20:41.250000+00:00,False,username_password,web,Wilmington,Delaware,US,,,942,86
2020-09-08 19:53:14.833000+00:00,False,username_password,web,Dallas,Texas,US,,,943,86
2020-09-08 20:47:19.239000+00:00,False,username_password,web,Houston,Texas,US,,,944,86
2020-08-25 13:36:20.059000+00:00,False,username_password,web,null,Virginia,US,,,945,86
2020-08-26 14:33:34.099000+00:00,True,username_password,web,Beachwood,Ohio,US,,,946,86
2020-09-09 01:00:01.538000+00:00,False,username_password,web,Houston,Texas,US,,,947,86
2020-08-27 15:16:42.891000+00:00,False,username_password,web,Cartersville,Georgia,US,,,948,86
2020-08-27 22:43:07.750000+00:00,False,username_password,web,Pasadena,Maryland,US,,,949,86
2020-09-08 01:12:15.181000+00:00,False,username_password,web,Tallahassee,Florida,US,,,950,86
2020-08-30 09:23:57.680000+00:00,False,username_password,web,Scarborough,North Yorkshire,GB,,,951,86
2020-08-27 19:50:21.162000+00:00,False,username_password,web,Niagara Falls,New York,US,,,952,86
